1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0
2,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0
3,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0
4,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0
5,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0
6,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0
7,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0
8,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0
9,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0
10,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0
11,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0
12,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0
13,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0
14,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0
15,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0
16,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0
17,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
18,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0
19,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0
20,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0
21,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0
22,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0
23,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
24,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
25,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1
26,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1
27,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1
28,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1
29,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1
30,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1
31,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
32,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1
33,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1
34,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1
35,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
36,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
37,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1
38,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
